Þ¹¼Ó±ü’¾¸¾x<öoþ
2017/06/29, 15:05:37, 1, 0, 0, 0, 0.37, 77.42, 0.48, 74.19, 28.66
2017/06/29, 15:05:37, 2, 0, 0, 0, 0.37, 77.42, 0.48, 74.25, 28.69
2017/06/29, 15:05:38, 3, 10, 16, 16, 0.37, 73.08, 0.48, 74.06, 28.66
2017/06/29, 15:05:39, 4, 10, 16, 16, 0.37, 81.93, 0.48, 74.25, 28.66
2017/06/29, 15:05:39, 5, 10, 16, 16, 0.37, 73.08, 0.48, 74.19, 28.69
2017/06/29, 15:05:40, 6, 11, 17, 17, 0.37, 61.05, 0.48, 74.19, 28.66
2017/06/29, 15:05:40, 7, 11, 17, 17, 0.37, 81.93, 0.48, 74.06, 28.69
2017/06/29, 15:05:41, 8, 11, 18, 18, 0.37, 77.42, 0.48, 74.00, 28.69
2017/06/29, 15:05:42, 9, 11, 18, 18, 0.37, 81.93, 0.48, 74.19, 28.69
2017/06/29, 15:05:42, 10, 11, 18, 18, 0.37, 77.42, 0.48, 74.12, 28.66
2017/06/29, 15:05:43, 11, 10, 16, 17, 0.37, 57.36, 0.48, 74.00, 28.66
2017/06/29, 15:05:44, 12, 10, 16, 17, 0.37, 68.90, 0.48, 74.19, 28.69
2017/06/29, 15:05:44, 13, 10, 16, 17, 0.37, 77.42, 0.48, 74.12, 28.69
2017/06/29, 15:05:45, 14, 9, 15, 18, 0.37, 81.93, 0.48, 74.06, 28.66
2017/06/29, 15:05:45, 15, 9, 15, 18, 0.37, 57.36, 0.48, 74.19, 28.69
2017/06/29, 15:05:46, 16, 9, 15, 18, 0.37, 68.90, 0.48, 74.25, 28.66
2017/06/29, 15:05:47, 17, 7, 12, 15, 0.37, 53.82, 0.48, 74.12, 28.69
2017/06/29, 15:05:47, 18, 7, 12, 15, 0.37, 77.42, 0.48, 74.06, 28.66
2017/06/29, 15:05:48, 19, 7, 11, 14, 0.37, 81.93, 0.48, 74.19, 28.69
2017/06/29, 15:05:48, 20, 7, 11, 14, 0.37, 81.93, 0.48, 74.19, 28.69
2017/06/29, 15:05:49, 21, 7, 11, 14, 0.37, 77.42, 0.48, 74.06, 28.69
2017/06/29, 15:05:50, 22, 7, 10, 13, 0.37, 73.08, 0.48, 74.06, 28.69
2017/06/29, 15:05:50, 23, 7, 10, 13, 0.37, 68.90, 0.48, 74.12, 28.66
2017/06/29, 15:05:51, 24, 7, 10, 13, 0.37, 77.42, 0.48, 74.00, 28.66
2017/06/29, 15:05:52, 25, 8, 11, 12, 0.37, 77.42, 0.48, 74.06, 28.66
2017/06/29, 15:05:52, 26, 8, 11, 12, 0.37, 81.93, 0.48, 74.12, 28.66
2017/06/29, 15:05:53, 27, 8, 11, 12, 0.37, 81.93, 0.48, 74.12, 28.66
2017/06/29, 15:05:53, 28, 8, 11, 15, 0.37, 73.08, 0.48, 74.25, 28.66
